Warning: {
	Model use is disabled for problem with categorical variables.
} 
Warning: {
	Default anisotropic mesh is disabled with categorical and binary variables.
} 

MADS run {

	BBE	(	SOL	)	OBJ

	6931	(	2 0 4070.4387684909 2 5929.5612232749 )	53.7870935786 (ExtendedPoll#59)
	6934	(	2 0 4070.4387865750 2 5929.5612124557 )	53.7870935095 (ExtendedPoll#59)
	6942	(	2 0 4070.4387882509 2 5929.5612116428 )	53.7870935014 (ExtendedPoll#59)
	6950	(	2 0 4070.4387881954 2 5929.5612117452 )	53.7870935010 (ExtendedPoll#59)
	6952	(	2 0 4070.4387882946 2 5929.5612116843 )	53.7870935006 (ExtendedPoll#59)
	6975	(	2 0 4999.8058280052 2 5000.1479845174 )	55.9013939424 (ExtendedPoll#60)
	6976	(	2 0 4999.2233409293 2 5000.5919669783 )	55.9004775395 (ExtendedPoll#60)
	6977	(	2 0 4996.8933926259 2 5002.3678968219 )	55.8968217946 (ExtendedPoll#60)
	6978	(	2 0 4987.5735994122 2 5009.4716161962 )	55.8823569716 (ExtendedPoll#60)
	6979	(	2 0 4950.2944265573 2 5037.8864936935 )	55.8270464781 (ExtendedPoll#60)
	6980	(	2 0 4801.1777351379 2 5151.5460036826 )	55.6477582520 (ExtendedPoll#60)
	6983	(	2 0 4799.7583560506 2 5167.1591736427 )	55.4764322556 (ExtendedPoll#60)
	6986	(	2 0 4792.1155455806 2 5180.8070494820 )	55.3782799039 (ExtendedPoll#60)
	6987	(	2 0 4769.1871141707 2 5221.7506769997 )	55.0876212670 (ExtendedPoll#60)
	6991	(	2 0 4761.8718527209 2 5235.6169188523 )	54.9868701218 (ExtendedPoll#60)
	6994	(	2 0 4749.6433559689 2 5245.3342064498 )	54.9738791762 (ExtendedPoll#60)
	6995	(	2 0 4712.9578657131 2 5274.4860692424 )	54.9380022491 (ExtendedPoll#60)
	6996	(	2 0 4566.2159046897 2 5391.0935204128 )	54.8421122279 (ExtendedPoll#60)
	6998	(	2 0 4475.3756431037 2 5474.9460695691 )	54.6975024335 (ExtendedPoll#60)
	6999	(	2 0 4202.8548583459 2 5726.5037170378 )	54.4953088368 (ExtendedPoll#60)
	7010	(	2 0 4223.8179956350 2 5749.6505144612 )	54.0825598595 (ExtendedPoll#60)
	7012	(	2 0 4202.8548583459 2 5772.7973118845 )	54.0462974249 (ExtendedPoll#60)
	7013	(	2 0 4139.9654464788 2 5842.2377041545 )	53.9544164694 (ExtendedPoll#60)
	7019	(	2 0 4139.3103484385 2 5857.8508741146 )	53.8144735666 (ExtendedPoll#60)
	7026	(	2 0 4138.2372842006 2 5859.4835012619 )	53.8090274109 (ExtendedPoll#60)
	7027	(	2 0 4135.0180914870 2 5864.3813827037 )	53.7927617458 (ExtendedPoll#60)
	7035	(	2 0 4135.1400160653 2 5864.5928981232 )	53.7896852883 (ExtendedPoll#60)
	7037	(	2 0 4135.3836253179 2 5864.5767445826 )	53.7876169219 (ExtendedPoll#60)
	7046	(	2 0 4135.3975076833 2 5864.5830777793 )	53.7874316321 (ExtendedPoll#60)
	7047	(	2 0 4135.4221274217 2 5864.5650445737 )	53.7873750497 (ExtendedPoll#60)
	7051	(	2 0 4135.4358288178 2 5864.5583287176 )	53.7873127014 (ExtendedPoll#60)
	7056	(	2 0 4135.4417746173 2 5864.5535479991 )	53.7873029931 (ExtendedPoll#60)
	7057	(	2 0 4135.4596120157 2 5864.5392058436 )	53.7872738692 (ExtendedPoll#60)
	7068	(	2 0 4135.4600654422 2 5864.5390582696 )	53.7872711118 (ExtendedPoll#60)
	7069	(	2 0 4135.4609366779 2 5864.5386703998 )	53.7872667832 (ExtendedPoll#60)
	7074	(	2 0 4135.4606620754 2 5864.5390602294 )	53.7872656603 (ExtendedPoll#60)
	7079	(	2 0 4135.4605743562 2 5864.5392819246 )	53.7872643984 (ExtendedPoll#60)
	7081	(	2 0 4135.4610972036 2 5864.5388560396 )	53.7872635958 (ExtendedPoll#60)
	7086	(	2 0 4135.4612010194 2 5864.5387974466 )	53.7872631950 (ExtendedPoll#60)
	7097	(	2 0 4135.4612024119 2 5864.5387962096 )	53.7872631938 (ExtendedPoll#60)
	7098	(	2 0 4135.4612065894 2 5864.5387924983 )	53.7872631903 (ExtendedPoll#60)
	7105	(	2 0 4135.4612070035 2 5864.5387922853 )	53.7872631885 (ExtendedPoll#60)
	7106	(	2 0 4135.4612082457 2 5864.5387916463 )	53.7872631831 (ExtendedPoll#60)
	7116	(	2 0 4135.4612082147 2 5864.5387916956 )	53.7872631829 (ExtendedPoll#60)
	7117	(	2 0 4135.4612081217 2 5864.5387918434 )	53.7872631824 (ExtendedPoll#60)
	7123	(	2 0 4135.4612081460 2 5864.5387918272 )	53.7872631824 (ExtendedPoll#60)
	7124	(	2 0 4135.4612082186 2 5864.5387917788 )	53.7872631821 (ExtendedPoll#60)
	7133	(	2 0 4874.2211666294 2 5125.7788140982 )	55.3724275680 (ExtendedPoll#61)
	7134	(	2 0 4496.8846954264 2 5503.1152853013 )	54.2156316564 (ExtendedPoll#61)
	7169	(	2 0 4496.8846529014 2 5503.1153270666 )	54.2156315732 (ExtendedPoll#61)
	7170	(	2 0 4496.8845253266 2 5503.1154523626 )	54.2156313235 (ExtendedPoll#61)
	7171	(	2 0 4496.8840150275 2 5503.1159535467 )	54.2156303249 (ExtendedPoll#61)
	7172	(	2 0 4496.8819738307 2 5503.1179582832 )	54.2156263303 (ExtendedPoll#61)
	7173	(	2 0 4496.8738090439 2 5503.1259772290 )	54.2156103523 (ExtendedPoll#61)
	7174	(	2 0 4496.8411498966 2 5503.1580530122 )	54.2155464435 (ExtendedPoll#61)
	7175	(	2 0 4496.7105133072 2 5503.2863561450 )	54.2152908615 (ExtendedPoll#61)
	7176	(	2 0 4496.1879669499 2 5503.7995686762 )	54.2142693849 (ExtendedPoll#61)
	7177	(	2 0 4494.0977815204 2 5505.8524188009 )	54.2101971068 (ExtendedPoll#61)
	7178	(	2 0 4485.7370398025 2 5514.0638192997 )	54.1941263256 (ExtendedPoll#61)
	7179	(	2 0 4452.2940729307 2 5546.9094212948 )	54.1333544119 (ExtendedPoll#61)
	7180	(	2 0 4318.5222054439 2 5678.2918292755 )	53.9475643989 (ExtendedPoll#61)
	7183	(	2 0 4318.5963891128 2 5678.5244295969 )	53.9445911411 (ExtendedPoll#61)
	7184	(	2 0 4318.8189401194 2 5679.2222305612 )	53.9356722784 (ExtendedPoll#61)
	7185	(	2 0 4318.7890853910 2 5680.1984801799 )	53.9261887566 (ExtendedPoll#61)
	7186	(	2 0 4317.9105033838 2 5681.9437023028 )	53.9164801493 (ExtendedPoll#61)
	7193	(	2 0 4317.7577644608 2 5682.1341594764 )	53.9159200953 (ExtendedPoll#61)
	7199	(	2 0 4317.7221920188 2 5682.1837563103 )	53.9157374211 (ExtendedPoll#61)
	7200	(	2 0 4317.6154746928 2 5682.3325468122 )	53.9151894649 (ExtendedPoll#61)
	7204	(	2 0 4317.6823945996 2 5682.2780286129 )	53.9151462258 (ExtendedPoll#61)
	7205	(	2 0 4317.8831543201 2 5682.1144740148 )	53.9150166207 (ExtendedPoll#61)
	7217	(	2 0 4317.8850608152 2 5682.1144169722 )	53.9150004675 (ExtendedPoll#61)
	7222	(	2 0 4317.8855375905 2 5682.1144246562 )	53.9149962090 (ExtendedPoll#61)
	7230	(	2 0 4317.8855643890 2 5682.1144116170 )	53.9149961040 (ExtendedPoll#61)
	7235	(	2 0 4317.8855791781 2 5682.1144097931 )	53.9149959925 (ExtendedPoll#61)
	7237	(	2 0 4317.8855925920 2 5682.1144033038 )	53.9149959395 (ExtendedPoll#61)
	7241	(	2 0 4317.8855821380 2 5682.1144139226 )	53.9149959253 (ExtendedPoll#61)
	7242	(	2 0 4317.8855507760 2 5682.1144457789 )	53.9149958826 (ExtendedPoll#61)
	7243	(	2 0 4317.8854253280 2 5682.1145732043 )	53.9149957120 (ExtendedPoll#61)
	7250	(	2 0 4317.8854184488 2 5682.1145811854 )	53.9149956927 (ExtendedPoll#61)
	7259	(	2 0 4317.8854186637 2 5682.1145810957 )	53.9149956917 (ExtendedPoll#61)
	7266	(	2 0 4317.8854187880 2 5682.1145812036 )	53.9149956895 (ExtendedPoll#61)
	7275	(	2 0 4664.5897937388 2 5335.4101869888 )	54.6460177074 (ExtendedPoll#62)
	7276	(	2 0 3658.3592038639 2 6341.6407768637 )	54.3665218070 (ExtendedPoll#62)
	7311	(	2 0 3658.3592901848 2 6341.6406946471 )	54.3665215475 (ExtendedPoll#62)
	7312	(	2 0 3658.3595491473 2 6341.6404479973 )	54.3665207691 (ExtendedPoll#62)
	7313	(	2 0 3658.3598690753 2 6341.6400944160 )	54.3665201699 (ExtendedPoll#62)
	7314	(	2 0 3658.3608288593 2 6341.6390336723 )	54.3665183724 (ExtendedPoll#62)
	7315	(	2 0 3658.3646679955 2 6341.6347906973 )	54.3665111823 (ExtendedPoll#62)
	7316	(	2 0 3658.3800245403 2 6341.6178187975 )	54.3664824230 (ExtendedPoll#62)
	7317	(	2 0 3658.4414507195 2 6341.5499311982 )	54.3663674021 (ExtendedPoll#62)
	7318	(	2 0 3658.6871554362 2 6341.2783808011 )	54.3659075842 (ExtendedPoll#62)
	7319	(	2 0 3659.6699743029 2 6340.1921792124 )	54.3640725584 (ExtendedPoll#62)
	7320	(	2 0 3663.6012497698 2 6335.8473728577 )	54.3568003795 (ExtendedPoll#62)
	7321	(	2 0 3679.3263516374 2 6318.4681474388 )	54.3287978530 (ExtendedPoll#62)
	7322	(	2 0 3742.2267591076 2 6248.9512457632 )	54.2341245206 (ExtendedPoll#62)
	7323	(	2 0 3993.8283889887 2 5970.8836390611 )	54.1291421044 (ExtendedPoll#62)
	7325	(	2 0 3994.6101563766 2 5970.2984863845 )	54.1270135487 (ExtendedPoll#62)
	7326	(	2 0 3996.9554585404 2 5968.5430283547 )	54.1206429804 (ExtendedPoll#62)
	7327	(	2 0 4006.3366671954 2 5961.5211962354 )	54.0953869891 (ExtendedPoll#62)
	7328	(	2 0 4043.8615018154 2 5933.4338677582 )	53.9979707862 (ExtendedPoll#62)
	7329	(	2 0 4058.8195737352 2 5928.7389984696 )	53.9018789159 (ExtendedPoll#62)
	7330	(	2 0 4085.0234953465 2 5911.2697173953 )	53.8187819628 (ExtendedPoll#62)
	7336	(	2 0 4079.2095002390 2 5920.6867517244 )	53.7866402997 (ExtendedPoll#62)
	7349	(	2 0 4079.1688898115 2 5920.8018656928 )	53.7859692077 (ExtendedPoll#62)
	7353	(	2 0 4079.1419239280 2 5920.8566204642 )	53.7857204969 (ExtendedPoll#62)
	7366	(	2 0 4079.1420265196 2 5920.8575686043 )	53.7857109426 (ExtendedPoll#62)
	7368	(	2 0 4079.1415632502 2 5920.8584021968 )	53.7857076422 (ExtendedPoll#62)
	7375	(	2 0 4079.1418084008 2 5920.8581707058 )	53.7857074853 (ExtendedPoll#62)
	7383	(	2 0 4079.1417949665 2 5920.8581973084 )	53.7857073675 (ExtendedPoll#62)
	7390	(	2 0 4079.1417913882 2 5920.8582038435 )	53.7857073412 (ExtendedPoll#62)
	7394	(	2 0 4079.1417981276 2 5920.8582006667 )	53.7857073079 (ExtendedPoll#62)
	7404	(	2 0 4079.1417985233 2 5920.8582009121 )	53.7857073020 (ExtendedPoll#62)
	7405	(	2 0 4079.1417993958 2 5920.8582005863 )	53.7857072969 (ExtendedPoll#62)
	7413	(	2 0 4079.1417992378 2 5920.8582007573 )	53.7857072968 (ExtendedPoll#62)
	7436	(	2 0 4999.1900742320 2 5000.5459053974 )	55.9012953652 (ExtendedPoll#63)
	7437	(	2 0 4996.7603258365 2 5002.1836504981 )	55.9000925053 (ExtendedPoll#63)
	7438	(	2 0 4987.0413322545 2 5008.7346309009 )	55.8954303274 (ExtendedPoll#63)
	7439	(	2 0 4948.1653579264 2 5034.9385525122 )	55.8791873269 (ExtendedPoll#63)
	7440	(	2 0 4792.6614606142 2 5139.7542389575 )	55.8538338094 (ExtendedPoll#63)
	7442	(	2 0 4775.1921795400 2 5165.9581605689 )	55.6864877206 (ExtendedPoll#63)
	7443	(	2 0 4722.7843363173 2 5244.5699254029 )	55.1994445339 (ExtendedPoll#63)
	7448	(	2 0 4722.3476042905 2 5276.0146313364 )	54.8445124513 (ExtendedPoll#63)
	7451	(	2 0 4697.8906107866 2 5295.6675725449 )	54.8205115310 (ExtendedPoll#63)
	7452	(	2 0 4624.5196302749 2 5354.6263961704 )	54.7613812550 (ExtendedPoll#63)
	7453	(	2 0 4331.0357082280 2 5590.4616906724 )	54.7273149903 (ExtendedPoll#63)
	7458	(	2 0 4308.3256428315 2 5648.1103182173 )	54.3396439948 (ExtendedPoll#63)
	7460	(	2 0 4455.0676038550 2 5543.2946317720 )	54.1475041698 (ExtendedPoll#63)
	7469	(	2 0 4447.5339763917 2 5551.3741742688 )	54.1273594464 (ExtendedPoll#63)
	7480	(	2 0 4447.2091995963 2 5551.7388284514 )	54.1263276850 (ExtendedPoll#63)
	7481	(	2 0 4446.2348692102 2 5552.8327909991 )	54.1232362635 (ExtendedPoll#63)
	7482	(	2 0 4442.3375476659 2 5557.2086411901 )	54.1109285550 (ExtendedPoll#63)
	7491	(	2 0 4442.5740664204 2 5557.2691503271 )	54.1082748289 (ExtendedPoll#63)
	7495	(	2 0 4442.6925323818 2 5557.2986052154 )	54.1069545527 (ExtendedPoll#63)
	7501	(	2 0 4442.7168164211 2 5557.2801226062 )	54.1069394344 (ExtendedPoll#63)
	7504	(	2 0 4442.7071793373 2 5557.2919529796 )	54.1068985868 (ExtendedPoll#63)
	7508	(	2 0 4442.7017183179 2 5557.2972807450 )	54.1068897802 (ExtendedPoll#63)
	7509	(	2 0 4442.6853352597 2 5557.3132640411 )	54.1068633612 (ExtendedPoll#63)
	7510	(	2 0 4442.6198030272 2 5557.3771972256 )	54.1067576985 (ExtendedPoll#63)
	7511	(	2 0 4442.3576740969 2 5557.6329299635 )	54.1063352645 (ExtendedPoll#63)
	7512	(	2 0 4441.3091583760 2 5558.6558609153 )	54.1046489915 (ExtendedPoll#63)
	7513	(	2 0 4437.1150954922 2 5562.7475847223 )	54.0979593435 (ExtendedPoll#63)
	7514	(	2 0 4420.3388439569 2 5579.1144799504 )	54.0720900340 (ExtendedPoll#63)
	7515	(	2 0 4353.2338378159 2 5644.5820608629 )	53.9829787440 (ExtendedPoll#63)
	7516	(	2 0 4084.8138132516 2 5906.4523845126 )	53.8646582524 (ExtendedPoll#63)
	7518	(	2 0 4082.5755616140 2 5909.6528113969 )	53.8560492754 (ExtendedPoll#63)
	7519	(	2 0 4075.8608067011 2 5919.2540920498 )	53.8305130308 (ExtendedPoll#63)
	7520	(	2 0 4066.9078001506 2 5932.0285038353 )	53.7973908395 (ExtendedPoll#63)
	7532	(	2 0 4066.8994834762 2 5932.5167352687 )	53.7930561968 (ExtendedPoll#63)
	7535	(	2 0 4066.7294181484 2 5932.9744722294 )	53.7904920157 (ExtendedPoll#63)
	7537	(	2 0 4066.4042148569 2 5933.3386999159 )	53.7902064369 (ExtendedPoll#63)
	7538	(	2 0 4065.4286049825 2 5934.4313829753 )	53.7893539893 (ExtendedPoll#63)
	7544	(	2 0 4065.9681225742 2 5934.0003020220 )	53.7882608591 (ExtendedPoll#63)
	7556	(	2 0 4065.9833434669 2 5933.9992277641 )	53.7881299256 (ExtendedPoll#63)
	7557	(	2 0 4066.0088195296 2 5933.9824261494 )	53.7880462489 (ExtendedPoll#63)
	7560	(	2 0 4066.0322468281 2 5933.9628689699 )	53.7880063853 (ExtendedPoll#63)
	7571	(	2 0 4066.0333397798 2 5933.9653350231 )	53.7879740199 (ExtendedPoll#63)
	7576	(	2 0 4066.0330666936 2 5933.9662487622 )	53.7879682924 (ExtendedPoll#63)
	7582	(	2 0 4066.0329389515 2 5933.9664500713 )	53.7879676549 (ExtendedPoll#63)
	7583	(	2 0 4066.0325557253 2 5933.9670539988 )	53.7879657426 (ExtendedPoll#63)
	7586	(	2 0 4066.0323799541 2 5933.9674972574 )	53.7879633642 (ExtendedPoll#63)
	7593	(	2 0 4066.0324936658 2 5933.9674614732 )	53.7879626367 (ExtendedPoll#63)
	7597	(	2 0 4066.0325420577 2 5933.9674266746 )	53.7879625038 (ExtendedPoll#63)
	7602	(	2 0 4066.0325530871 2 5933.9674366944 )	53.7879623114 (ExtendedPoll#63)
	7603	(	2 0 4066.0325776078 2 5933.9674197559 )	53.7879622378 (ExtendedPoll#63)
	7614	(	2 0 4066.0325784803 2 5933.9674194301 )	53.7879622327 (ExtendedPoll#63)
	7615	(	2 0 4066.0325810978 2 5933.9674184529 )	53.7879622173 (ExtendedPoll#63)
	7619	(	2 0 4066.0325804614 2 5933.9674191328 )	53.7879622170 (ExtendedPoll#63)
	7620	(	2 0 4066.0325785520 2 5933.9674211726 )	53.7879622163 (ExtendedPoll#63)
	7625	(	2 0 4066.0325782752 2 5933.9674215470 )	53.7879622154 (ExtendedPoll#63)
	7628	(	2 0 4066.0325779836 2 5933.9674219101 )	53.7879622149 (ExtendedPoll#63)
	7630	(	2 0 4066.0325777001 2 5933.9674222795 )	53.7879622141 (ExtendedPoll#63)
	7636	(	2 0 4066.0325779310 2 5933.9674220447 )	53.7879622141 (ExtendedPoll#63)
	7637	(	2 0 4066.0325786236 2 5933.9674213404 )	53.7879622141 (ExtendedPoll#63)
	7638	(	2 0 4066.0325813941 2 5933.9674185232 )	53.7879622139 (ExtendedPoll#63)
	7639	(	2 0 4066.0325924760 2 5933.9674072542 )	53.7879622133 (ExtendedPoll#63)
	7640	(	2 0 4066.0326368038 2 5933.9673621781 )	53.7879622107 (ExtendedPoll#63)
	7641	(	2 0 4066.0328141148 2 5933.9671818738 )	53.7879622005 (ExtendedPoll#63)
	7642	(	2 0 4066.0335233590 2 5933.9664606566 )	53.7879621598 (ExtendedPoll#63)
	7643	(	2 0 4066.0363603358 2 5933.9635757879 )	53.7879619968 (ExtendedPoll#63)
	7644	(	2 0 4066.0477082430 2 5933.9520363132 )	53.7879613453 (ExtendedPoll#63)
	7645	(	2 0 4066.0930998717 2 5933.9058784143 )	53.7879587467 (ExtendedPoll#63)
	7646	(	2 0 4066.2746663863 2 5933.7212468186 )	53.7879484746 (ExtendedPoll#63)
	7647	(	2 0 4067.0009324450 2 5932.9827204360 )	53.7879093366 (ExtendedPoll#63)
	7648	(	2 0 4069.9059966798 2 5930.0286149054 )	53.7877839844 (ExtendedPoll#63)
	7649	(	2 0 4081.5262536188 2 5918.2121927832 )	53.7877812112 (ExtendedPoll#63)
	7652	(	2 0 4081.5299687022 2 5918.2130588562 )	53.7877391250 (ExtendedPoll#63)
	7653	(	2 0 4081.5411139525 2 5918.2156570750 )	53.7876128665 (ExtendedPoll#63)
	7654	(	2 0 4081.5856949536 2 5918.2260499504 )	53.7871078341 (ExtendedPoll#63)
	7655	(	2 0 4081.6155830020 2 5918.2198824166 )	53.7868886494 (ExtendedPoll#63)
	7656	(	2 0 4081.7052471472 2 5918.2013798154 )	53.7862311047 (ExtendedPoll#63)
	7658	(	2 0 4081.6080460159 2 5918.3440427676 )	53.7858294673 (ExtendedPoll#63)
	7662	(	2 0 4081.5880590083 2 5918.4017130398 )	53.7854893417 (ExtendedPoll#63)
	7669	(	2 0 4081.6043092810 2 5918.3875148632 )	53.7854687399 (ExtendedPoll#63)
	7670	(	2 0 4081.6530600991 2 5918.3449203333 )	53.7854069422 (ExtendedPoll#63)
	7679	(	2 0 4081.6496579113 2 5918.3491070966 )	53.7854002178 (ExtendedPoll#63)
	7688	(	2 0 4081.6498661605 2 5918.3495360557 )	53.7853944010 (ExtendedPoll#63)
	7689	(	2 0 4081.6493358875 2 5918.3503287128 )	53.7853920795 (ExtendedPoll#63)
	7696	(	2 0 4081.6491972063 2 5918.3505226482 )	53.7853915938 (ExtendedPoll#63)
	7697	(	2 0 4081.6487811625 2 5918.3511044543 )	53.7853901369 (ExtendedPoll#63)
	7706	(	2 0 4081.6488121122 2 5918.3511553938 )	53.7853893889 (ExtendedPoll#63)
	7709	(	2 0 4081.6488409573 2 5918.3511479011 )	53.7853891913 (ExtendedPoll#63)
	7715	(	2 0 4081.6488473913 2 5918.3511516580 )	53.7853890979 (ExtendedPoll#63)
	7720	(	2 0 4081.6488480521 2 5918.3511510017 )	53.7853890978 (ExtendedPoll#63)
	7721	(	2 0 4081.6488500345 2 5918.3511490328 )	53.7853890974 (ExtendedPoll#63)
	7722	(	2 0 4081.6488579640 2 5918.3511411574 )	53.7853890960 (ExtendedPoll#63)
	7723	(	2 0 4081.6488896822 2 5918.3511096556 )	53.7853890902 (ExtendedPoll#63)
	7732	(	2 0 4081.6488900669 2 5918.3511093933 )	53.7853890891 (ExtendedPoll#63)
	7733	(	2 0 4081.6488912210 2 5918.3511086061 )	53.7853890856 (ExtendedPoll#63)
	7741	(	2 0 4081.6488912536 2 5918.3511087179 )	53.7853890843 (ExtendedPoll#63)
	7745	(	2 0 4081.6488912181 2 5918.3511087641 )	53.7853890842 (ExtendedPoll#63)
	7751	(	3 0 3209.7898482266 2 3041.1228583258 1 3749.0872770800 )	46.5944609002
	7752	(	3 0 3209.7897367750 2 3041.1229969359 1 3749.0872586356 )	46.5944605757
	7789	(	2 0 4999.9999577432 2 5000.0000417347 )	55.9016992549 (ExtendedPoll#64)
	7796	(	2 0 4999.9999505368 2 5000.0000494217 )	55.9016992168 (ExtendedPoll#64)
	7797	(	2 0 4999.9999398266 2 5000.0000597821 )	55.9016991732 (ExtendedPoll#64)
	7798	(	2 0 4999.9999076961 2 5000.0000908630 )	55.9016990423 (ExtendedPoll#64)
	7799	(	2 0 4999.9997791737 2 5000.0002151869 )	55.9016985186 (ExtendedPoll#64)
	7800	(	2 0 4999.9992650844 2 5000.0007124825 )	55.9016964242 (ExtendedPoll#64)
	7801	(	2 0 4999.9972087269 2 5000.0027016649 )	55.9016880465 (ExtendedPoll#64)
	7802	(	2 0 4999.9889832972 2 5000.0106583944 )	55.9016545357 (ExtendedPoll#64)
	7803	(	2 0 4999.9560815784 2 5000.0424853122 )	55.9015204952 (ExtendedPoll#64)
	7804	(	2 0 4999.8244747033 2 5000.1697929837 )	55.9009843757 (ExtendedPoll#64)
	7805	(	2 0 4999.2980472026 2 5000.6790236696 )	55.8988405794 (ExtendedPoll#64)
	7806	(	2 0 4997.1923371998 2 5002.7159464134 )	55.8902763014 (ExtendedPoll#64)
	7807	(	2 0 4988.7694971886 2 5010.8636373882 )	55.8561940243 (ExtendedPoll#64)
	7808	(	2 0 4955.0781371440 2 5043.4544012877 )	55.7226824798 (ExtendedPoll#64)
	7809	(	2 0 4820.3126969657 2 5173.8174568856 )	55.2350077198 (ExtendedPoll#64)
	7810	(	2 0 4281.2509362523 2 5695.2696792774 )	54.1064641659 (ExtendedPoll#64)
	7812	(	2 0 4281.1646507560 2 5695.4980679496 )	54.1049615847 (ExtendedPoll#64)
	7813	(	2 0 4280.9057942672 2 5696.1832339664 )	54.1004549928 (ExtendedPoll#64)
	7814	(	2 0 4279.8703683119 2 5698.9238980333 )	54.0824459107 (ExtendedPoll#64)
	7815	(	2 0 4275.7286644908 2 5709.8865543012 )	54.0106865894 (ExtendedPoll#64)
	7816	(	2 0 4276.7931988063 2 5713.6465440949 )	53.9642063625 (ExtendedPoll#64)
	7817	(	2 0 4274.1455108935 2 5720.9891012964 )	53.9153574311 (ExtendedPoll#64)
	7818	(	2 0 4264.8649553228 2 5733.5451470685 )	53.8744070070 (ExtendedPoll#64)
	7825	(	2 0 4267.0690872708 2 5731.8801062161 )	53.8711681165 (ExtendedPoll#64)
	7828	(	2 0 4268.6471229147 2 5730.7285666922 )	53.8684637360 (ExtendedPoll#64)
	7837	(	2 0 4268.8897458950 2 5730.7013509085 )	53.8665809105 (ExtendedPoll#64)
	7840	(	2 0 4269.1151490944 2 5730.6075484182 )	53.8655030390 (ExtendedPoll#64)
	7845	(	2 0 4269.2342348079 2 5730.5807124826 )	53.8647110142 (ExtendedPoll#64)
	7848	(	2 0 4269.3362140286 2 5730.5136259757 )	53.8644648872 (ExtendedPoll#64)
	7849	(	2 0 4269.6421516907 2 5730.3123664551 )	53.8637267148 (ExtendedPoll#64)
	7856	(	2 0 4269.6705853207 2 5730.3012821375 )	53.8635834586 (ExtendedPoll#64)
	7861	(	2 0 4269.6856215996 2 5730.3038783910 )	53.8634248321 (ExtendedPoll#64)
	7864	(	2 0 4269.6932509707 2 5730.3038560301 )	53.8633574718 (ExtendedPoll#64)
	7868	(	2 0 4269.6964158444 2 5730.3017263609 )	53.8633503046 (ExtendedPoll#64)
	7876	(	2 0 4269.6971078879 2 5730.3023825398 )	53.8633377454 (ExtendedPoll#64)
	7877	(	2 0 4269.6986534873 2 5730.3012649089 )	53.8633350054 (ExtendedPoll#64)
	7886	(	2 0 4269.6987532838 2 5730.3011997053 )	53.8633347603 (ExtendedPoll#64)
	7894	(	2 0 4269.6987734099 2 5730.3012216853 )	53.8633343667 (ExtendedPoll#64)
	7896	(	2 0 4269.6987532218 2 5730.3012436083 )	53.8633343307 (ExtendedPoll#64)
	7903	(	2 0 4269.6987565277 2 5730.3012418911 )	53.8633343182 (ExtendedPoll#64)
	7905	(	2 0 4269.6987598023 2 5730.3012401148 )	53.8633343066 (ExtendedPoll#64)
	7915	(	2 0 4269.6987598456 2 5730.3012400760 )	53.8633343066 (ExtendedPoll#64)
	7916	(	2 0 4269.6987599757 2 5730.3012399595 )	53.8633343066 (ExtendedPoll#64)
	7917	(	2 0 4269.6987604960 2 5730.3012394935 )	53.8633343066 (ExtendedPoll#64)
	7927	(	3 0 3209.7896557217 2 3041.1230842797 1 3749.0872551315 )	46.5944603702
	7937	(	2 0 4909.1597359805 2 5083.8525467227 )	55.5960690117 (ExtendedPoll#65)
	7938	(	2 0 4636.6389512227 2 5335.4101941914 )	54.8753884193 (ExtendedPoll#65)
	7942	(	2 0 4468.9338529103 2 5503.1152925039 )	54.4525845141 (ExtendedPoll#65)
	7943	(	2 0 3965.8185579728 2 6006.2305874414 )	54.0810898671 (ExtendedPoll#65)
	7951	(	2 0 4063.6465319884 2 5929.3657507148 )	53.8515922697 (ExtendedPoll#65)
	7964	(	2 0 4065.8046023555 2 5931.0905010240 )	53.8160592307 (ExtendedPoll#65)
	7965	(	2 0 4064.4534626474 2 5934.7549556868 )	53.7954447026 (ExtendedPoll#65)
	7971	(	2 0 4065.1985513690 2 5934.1237414293 )	53.7942572358 (ExtendedPoll#65)
	7972	(	2 0 4067.4338175338 2 5932.2300986566 )	53.7907104457 (ExtendedPoll#65)
	7979	(	2 0 4067.6763605460 2 5932.2578742164 )	53.7882192511 (ExtendedPoll#65)
	7988	(	2 0 4067.6961659596 2 5932.2810920154 )	53.7878265281 (ExtendedPoll#65)
	7996	(	2 0 4067.7064620507 2 5932.2843178088 )	53.7877022834 (ExtendedPoll#65)
	8000	(	2 0 4067.7096029627 2 5932.2864826593 )	53.7876537119 (ExtendedPoll#65)
	8001	(	2 0 4067.7163863700 2 5932.2829908004 )	53.7876226117 (ExtendedPoll#65)
	8013	(	2 0 4067.7165647188 2 5932.2828325755 )	53.7876223942 (ExtendedPoll#65)
	8014	(	2 0 4067.7170997651 2 5932.2823579007 )	53.7876217416 (ExtendedPoll#65)
	8015	(	2 0 4067.7192399506 2 5932.2804592016 )	53.7876191311 (ExtendedPoll#65)
	8018	(	2 0 4067.7200409230 2 5932.2799415742 )	53.7876164105 (ExtendedPoll#65)
	8033	(	2 0 4067.7200445311 2 5932.2799480928 )	53.7876163183 (ExtendedPoll#65)
	8037	(	2 0 4067.7200436470 2 5932.2799517117 )	53.7876162938 (ExtendedPoll#65)
	8042	(	2 0 4067.7200455038 2 5932.2799515643 )	53.7876162780 (ExtendedPoll#65)
